Order Date,Order Time,Order #,Menu Item,Menu Group,Qty,Net Price,Dining Option,Server
7/2/2026,04:08 PM,T-1139,"Fresh Lemonade",Drinks,1,3.56,Delivery,Layla
7/2/2026,04:08 PM,T-1139,"Falafel Wrap",Wraps,1,9.60,Delivery,Layla
7/2/2026,04:08 PM,T-1139,"Stuffed Grape Leaves",Starters,2,14.24,Delivery,Layla
7/2/2026,06:31 PM,T-1140,"Chicken Wrap",Wraps,1,10.58,Takeout,Chris
7/2/2026,11:13 PM,T-1141,"Chicken Wrap",Wraps,1,10.70,Takeout,Amina
7/2/2026,11:13 PM,T-1141,"Chicken Wrap",Wraps,2,20.61,Takeout,Amina
7/2/2026,11:13 PM,T-1141,"Chicken Wrap",Wraps,1,10.55,Takeout,Amina
7/2/2026,11:13 PM,T-1141,"Chicken Shawarma Plate",Plates,2,29.06,Takeout,Amina
7/2/2026,05:38 PM,T-1142,"Hummus",Starters,1,6.39,Takeout,Noor
7/2/2026,05:38 PM,T-1142,"Hummus",Starters,1,6.51,Takeout,Noor
7/2/2026,05:38 PM,T-1142,"Side Fries",Sides,1,3.51,Takeout,Noor
7/2/2026,12:03 PM,T-1143,"Hummus",Starters,2,12.98,Dine In,Chris
7/2/2026,12:03 PM,T-1143,"Mixed Grill",Plates,1,18.67,Dine In,Chris
7/2/2026,11:38 PM,T-1144,"Falafel Wrap",Wraps,1,9.33,Takeout,Chris
7/2/2026,11:38 PM,T-1144,"Baba Ganoush",Starters,1,6.38,Takeout,Chris
7/2/2026,11:38 PM,T-1144,"Baklava",Desserts,1,4.48,Takeout,Chris
7/2/2026,04:06 PM,T-1145,"Beef Shawarma Plate",Plates,1,15.28,Takeout,Amina
7/2/2026,10:52 PM,T-1147,"Beef Shawarma Plate",Plates,2,30.45,Delivery,Omar
7/2/2026,01:32 PM,T-1148,"Chicken Shawarma Plate",Plates,2,28.44,Delivery,Noor
7/3/2026,12:33 PM,T-1149,"Beef Shawarma Plate",Plates,1,15.31,Dine In,Noor
7/3/2026,12:33 PM,T-1149,"Chicken Wrap",Wraps,1,10.56,Dine In,Noor
7/3/2026,12:08 PM,T-1150,"Mint Tea",Drinks,2,5.49,Dine In,Noor
7/3/2026,12:08 PM,T-1150,"Greek Salad",Salads,1,9.03,Dine In,Noor
7/3/2026,12:08 PM,T-1150,"Mixed Grill",Plates,1,19.15,Dine In,Noor
7/3/2026,12:58 PM,T-1151,"Fattoush Salad",Salads,1,8.48,Takeout,Amina
7/3/2026,12:58 PM,T-1151,"Mixed Grill",Plates,2,37.64,Takeout,Amina
7/3/2026,12:58 PM,T-1151,"Side Fries",Sides,2,7.08,Takeout,Amina
7/3/2026,11:29 PM,T-1152,"Baklava",Desserts,1,4.52,Dine In,Noor
7/3/2026,11:29 PM,T-1152,"Chicken Wrap",Wraps,1,10.68,Dine In,Noor
7/3/2026,11:29 PM,T-1152,"Baklava",Desserts,1,4.53,Dine In,Noor
7/3/2026,07:38 PM,T-1153,"Fresh Lemonade",Drinks,1,3.48,Takeout,Noor
7/3/2026,07:03 PM,T-1154,"Chicken Shawarma Plate",Plates,1,14.74,Dine In,Noor
7/3/2026,05:34 PM,T-1155,"Side Fries",Sides,2,7.05,Dine In,Chris
7/3/2026,05:34 PM,T-1155,"Beef Shawarma Plate",Plates,1,15.69,Dine In,Chris
7/3/2026,05:34 PM,T-1155,"Lamb Wrap",Wraps,1,11.65,Dine In,Chris
7/3/2026,05:34 PM,T-1155,"Chicken Wrap",Wraps,1,10.40,Dine In,Chris
7/3/2026,07:04 PM,T-1156,"Turkish Coffee",Drinks,1,3.27,Takeout,Layla
7/3/2026,07:04 PM,T-1156,"Fresh Lemonade",Drinks,1,3.47,Takeout,Layla
7/3/2026,02:50 PM,T-1157,"Chicken Shawarma Plate",Plates,1,14.26,Takeout,Amina
7/3/2026,02:50 PM,T-1157,"Chicken Wrap",Wraps,1,10.32,Takeout,Amina
7/3/2026,02:50 PM,T-1157,"Lamb Wrap",Wraps,1,11.31,Takeout,Amina
7/3/2026,12:05 PM,T-1158,"Fattoush Salad",Salads,1,8.53,Dine In,Omar
7/3/2026,12:05 PM,T-1158,"Fresh Lemonade",Drinks,1,3.55,Dine In,Omar
7/3/2026,12:05 PM,T-1158,"Chicken Wrap",Wraps,1,10.42,Dine In,Omar
7/3/2026,12:05 PM,T-1158,"Side Fries",Sides,1,3.56,Dine In,Omar
7/3/2026,07:01 PM,T-1159,"Beef Shawarma Plate",Plates,2,31.24,Takeout,Noor
7/3/2026,03:40 PM,T-1160,"Lamb Wrap",Wraps,1,11.64,Delivery,Layla
7/3/2026,03:40 PM,T-1160,"Hummus",Starters,1,6.55,Delivery,Layla
7/3/2026,03:40 PM,T-1160,"Chicken Shawarma Plate",Plates,1,14.70,Delivery,Layla
7/3/2026,07:07 PM,T-1161,"Hummus",Starters,1,6.62,Dine In,Omar
7/3/2026,07:25 PM,T-1163,"Beef Shawarma Plate",Plates,1,15.37,Takeout,Amina
7/3/2026,07:25 PM,T-1163,"Mixed Grill",Plates,1,19.10,Takeout,Amina
7/3/2026,12:17 PM,T-1164,"Mixed Grill",Plates,1,18.71,Dine In,Noor
7/3/2026,12:17 PM,T-1164,"Falafel Wrap",Wraps,1,9.47,Dine In,Noor
7/3/2026,12:03 PM,T-1165,"Mixed Grill",Plates,1,19.20,Dine In,Noor
7/3/2026,12:03 PM,T-1165,"Lamb Wrap",Wraps,2,22.81,Dine In,Noor
7/3/2026,12:03 PM,T-1165,"Mixed Grill",Plates,1,18.92,Dine In,Noor
7/3/2026,12:03 PM,T-1165,"Chicken Shawarma Plate",Plates,1,14.71,Dine In,Noor
7/3/2026,09:35 PM,T-1166,"Turkish Coffee",Drinks,1,3.20,Delivery,Omar
7/3/2026,12:59 PM,T-1167,"Chicken Wrap",Wraps,1,10.34,Takeout,Amina
7/3/2026,12:59 PM,T-1167,"Chicken Wrap",Wraps,1,10.32,Takeout,Amina
7/3/2026,07:39 PM,T-1168,"Chicken Shawarma Plate",Plates,1,14.35,Dine In,Chris
7/3/2026,07:39 PM,T-1168,"Side Rice",Sides,1,2.95,Dine In,Chris
7/3/2026,08:26 PM,T-1169,"Chicken Shawarma Plate",Plates,2,29.24,Delivery,Amina
7/3/2026,08:26 PM,T-1169,"Chicken Wrap",Wraps,1,10.70,Delivery,Amina
7/3/2026,11:18 AM,T-1170,"Hummus",Starters,1,6.42,Dine In,Chris
7/3/2026,11:18 AM,T-1170,"Turkish Coffee",Drinks,1,3.30,Dine In,Chris
7/3/2026,07:16 PM,T-1171,"Hummus",Starters,1,6.52,Takeout,Layla
7/3/2026,12:35 PM,T-1172,"Fattoush Salad",Salads,1,8.39,Dine In,Omar
7/3/2026,07:00 PM,T-1173,"Fresh Lemonade",Drinks,1,3.56,Takeout,Noor
7/3/2026,01:04 PM,T-1174,"Falafel Wrap",Wraps,1,9.65,Takeout,Chris
7/3/2026,01:04 PM,T-1174,"Fresh Lemonade",Drinks,1,3.54,Takeout,Chris
7/3/2026,01:04 PM,T-1174,"Fattoush Salad",Salads,2,17.27,Takeout,Chris
7/3/2026,09:13 PM,T-1175,"Side Fries",Sides,1,3.49,Delivery,Omar
7/3/2026,09:13 PM,T-1175,"Mixed Grill",Plates,1,18.74,Delivery,Omar
7/3/2026,07:18 PM,T-1176,"Mint Tea",Drinks,1,2.79,Takeout,Chris
7/3/2026,07:18 PM,T-1176,"Baba Ganoush",Starters,1,6.59,Takeout,Chris
7/3/2026,07:18 PM,T-1176,"Mint Tea",Drinks,1,2.70,Takeout,Chris
7/3/2026,01:21 PM,T-1177,"Chicken Wrap",Wraps,1,10.41,Takeout,Noor
7/3/2026,09:04 PM,T-1178,"Turkish Coffee",Drinks,1,3.25,Takeout,Noor
7/3/2026,11:16 PM,T-1179,"Baklava",Desserts,1,4.55,Dine In,Omar
7/3/2026,11:16 PM,T-1179,"Chicken Shawarma Plate",Plates,1,14.43,Dine In,Omar
7/3/2026,11:16 PM,T-1179,"Mixed Grill",Plates,2,38.13,Dine In,Omar
7/3/2026,11:16 PM,T-1179,"Chicken Shawarma Plate",Plates,1,14.52,Dine In,Omar
7/3/2026,01:11 PM,T-1180,"Chicken Shawarma Plate",Plates,1,14.59,Takeout,Layla
7/3/2026,01:11 PM,T-1180,"Beef Shawarma Plate",Plates,1,15.73,Takeout,Layla
7/3/2026,01:11 PM,T-1180,"Turkish Coffee",Drinks,1,3.19,Takeout,Layla
7/3/2026,07:56 PM,T-1181,"Lamb Wrap",Wraps,1,11.49,Dine In,Omar
7/3/2026,07:56 PM,T-1181,"Mixed Grill",Plates,1,18.66,Dine In,Omar
7/3/2026,07:56 PM,T-1181,"Kids Nuggets",Kids,1,7.45,Dine In,Omar
7/3/2026,12:08 PM,T-1182,"Greek Salad",Salads,1,9.10,Takeout,Noor
7/3/2026,09:19 PM,T-1183,"Falafel Wrap",Wraps,2,19.20,Delivery,Omar
7/3/2026,09:19 PM,T-1183,"Falafel Wrap",Wraps,1,9.38,Delivery,Omar
7/3/2026,09:19 PM,T-1183,"Chicken Shawarma Plate",Plates,1,14.27,Delivery,Omar
7/3/2026,09:19 PM,T-1183,"Side Fries",Sides,1,3.48,Delivery,Omar
7/3/2026,12:31 PM,T-1184,"Stuffed Grape Leaves",Starters,1,6.88,Dine In,Chris
7/3/2026,12:31 PM,T-1184,"Fattoush Salad",Salads,1,8.44,Dine In,Chris
7/3/2026,12:31 PM,T-1184,"Fresh Lemonade",Drinks,1,3.45,Dine In,Chris
7/3/2026,10:58 PM,T-1185,"Chicken Shawarma Plate",Plates,1,14.38,Dine In,Chris
7/3/2026,12:36 PM,T-1186,"Falafel Wrap",Wraps,1,9.62,Takeout,Chris
7/3/2026,07:12 PM,T-1187,"Mint Tea",Drinks,2,5.41,Takeout,Layla
7/3/2026,07:12 PM,T-1187,"Beef Shawarma Plate",Plates,1,15.81,Takeout,Layla
7/3/2026,07:12 PM,T-1187,"Chicken Wrap",Wraps,1,10.61,Takeout,Layla
7/3/2026,11:12 AM,T-1188,"Hummus",Starters,1,6.51,Dine In,Chris
7/3/2026,08:40 PM,T-1189,"Chicken Wrap",Wraps,1,10.56,Delivery,Omar
7/3/2026,08:40 PM,T-1189,"Chicken Shawarma Plate",Plates,2,28.77,Delivery,Omar
7/3/2026,08:40 PM,T-1189,"Fresh Lemonade",Drinks,2,6.99,Delivery,Omar
7/3/2026,05:58 PM,T-1190,"Chicken Wrap",Wraps,1,10.59,Dine In,Omar
7/3/2026,05:58 PM,T-1190,"Falafel Wrap",Wraps,2,19.09,Dine In,Omar
7/3/2026,05:58 PM,T-1190,"Fresh Lemonade",Drinks,1,3.51,Dine In,Omar
7/4/2026,03:02 PM,T-1191,"Mixed Grill",Plates,1,19.17,Takeout,Omar
7/4/2026,03:02 PM,T-1191,"Kids Nuggets",Kids,1,7.42,Takeout,Omar
7/4/2026,03:02 PM,T-1191,"Baklava",Desserts,1,4.53,Takeout,Omar
7/4/2026,12:26 PM,T-1192,"Fattoush Salad",Salads,1,8.33,Takeout,Noor
7/4/2026,07:36 PM,T-1193,"Mixed Grill",Plates,1,18.89,Dine In,Omar
7/4/2026,07:36 PM,T-1193,"Knafeh",Desserts,1,5.95,Dine In,Omar
7/4/2026,07:36 PM,T-1193,"Falafel Wrap",Wraps,1,9.53,Dine In,Omar
7/4/2026,06:00 PM,T-1194,"Mint Tea",Drinks,1,2.78,Delivery,Omar
7/4/2026,01:53 PM,T-1195,"Turkish Coffee",Drinks,1,3.31,Takeout,Noor
7/4/2026,01:53 PM,T-1195,"Beef Shawarma Plate",Plates,1,15.24,Takeout,Noor
7/4/2026,05:22 PM,T-1196,"Chicken Shawarma Plate",Plates,1,14.42,Delivery,Noor
7/4/2026,12:50 PM,T-1197,"Turkish Coffee",Drinks,1,3.29,Takeout,Omar
7/4/2026,12:50 PM,T-1197,"Fresh Lemonade",Drinks,1,3.50,Takeout,Omar
7/4/2026,12:50 PM,T-1197,"Falafel Wrap",Wraps,1,9.59,Takeout,Omar
7/4/2026,12:33 PM,T-1198,"Falafel Wrap",Wraps,1,9.54,Delivery,Chris
7/4/2026,12:33 PM,T-1198,"Fattoush Salad",Salads,1,8.58,Delivery,Chris
7/4/2026,02:23 PM,T-1199,"Beef Shawarma Plate",Plates,2,31.03,Dine In,Layla
7/4/2026,02:23 PM,T-1199,"Hummus",Starters,1,6.37,Dine In,Layla
7/4/2026,08:51 PM,T-1200,"Lentil Soup",Starters,1,5.52,Takeout,Noor
7/4/2026,08:51 PM,T-1200,"Chicken Wrap",Wraps,1,10.49,Takeout,Noor
7/4/2026,08:51 PM,T-1200,"Hummus",Starters,2,13.24,Takeout,Noor
7/4/2026,07:49 PM,T-1201,"Fresh Lemonade",Drinks,1,3.56,Delivery,Amina
7/4/2026,07:49 PM,T-1201,"Falafel Wrap",Wraps,2,18.76,Delivery,Amina
7/4/2026,07:29 PM,T-1202,"Mixed Grill",Plates,1,19.12,Dine In,Layla
7/4/2026,07:29 PM,T-1202,"Chicken Shawarma Plate",Plates,1,14.57,Dine In,Layla
7/4/2026,12:24 PM,T-1203,"Mint Tea",Drinks,2,5.42,Dine In,Amina
7/4/2026,12:24 PM,T-1203,"Fattoush Salad",Salads,2,17.31,Dine In,Amina
7/4/2026,05:51 PM,T-1204,"Fattoush Salad",Salads,2,16.89,Delivery,Layla
7/4/2026,05:51 PM,T-1204,"Side Fries",Sides,1,3.44,Delivery,Layla
7/4/2026,05:51 PM,T-1204,"Falafel Wrap",Wraps,1,9.66,Delivery,Layla
7/4/2026,09:27 PM,T-1205,"Hummus",Starters,1,6.57,Delivery,Amina
7/4/2026,09:27 PM,T-1205,"Falafel Wrap",Wraps,1,9.67,Delivery,Amina
7/4/2026,09:27 PM,T-1205,"Lentil Soup",Starters,1,5.48,Delivery,Amina
7/4/2026,09:27 PM,T-1205,"Chicken Wrap",Wraps,1,10.55,Delivery,Amina
7/4/2026,06:22 PM,T-1206,"Side Fries",Sides,1,3.47,Dine In,Omar
7/4/2026,06:22 PM,T-1206,"Turkish Coffee",Drinks,2,6.40,Dine In,Omar
7/4/2026,01:47 PM,T-1207,"Chicken Wrap",Wraps,1,10.63,Takeout,Layla
7/4/2026,12:29 PM,T-1208,"Falafel Wrap",Wraps,1,9.53,Takeout,Chris
7/4/2026,12:29 PM,T-1208,"Side Rice",Sides,1,2.99,Takeout,Chris
7/4/2026,12:38 PM,T-1209,"Baba Ganoush",Starters,1,6.47,Dine In,Omar
7/4/2026,12:38 PM,T-1209,"Lamb Wrap",Wraps,1,11.63,Dine In,Omar
7/4/2026,11:11 AM,T-1210,"Side Fries",Sides,2,7.06,Dine In,Amina
7/4/2026,11:11 AM,T-1210,"Side Fries",Sides,1,3.47,Dine In,Amina
7/4/2026,11:11 AM,T-1210,"Chicken Wrap",Wraps,1,10.62,Dine In,Amina
7/4/2026,07:09 PM,T-1211,"Greek Salad",Salads,1,9.05,Takeout,Omar
7/4/2026,07:09 PM,T-1211,"Chicken Wrap",Wraps,2,20.72,Takeout,Omar
7/4/2026,07:09 PM,T-1211,"Hummus",Starters,1,6.38,Takeout,Omar
7/4/2026,07:58 PM,T-1212,"Greek Salad",Salads,2,17.70,Dine In,Noor
7/4/2026,07:58 PM,T-1212,"Lentil Soup",Starters,1,5.51,Dine In,Noor
7/4/2026,12:15 PM,T-1213,"Chicken Wrap",Wraps,1,10.61,Delivery,Amina
7/4/2026,12:15 PM,T-1213,"Falafel Wrap",Wraps,1,9.40,Delivery,Amina
7/4/2026,12:15 PM,T-1213,"Lamb Wrap",Wraps,1,11.52,Delivery,Amina
7/4/2026,12:08 PM,T-1214,"Fresh Lemonade",Drinks,1,3.52,Dine In,Amina
7/4/2026,12:10 PM,T-1215,"Fattoush Salad",Salads,1,8.57,Takeout,Omar
7/4/2026,11:14 AM,T-1216,"Turkish Coffee",Drinks,1,3.19,Dine In,Noor
7/4/2026,11:14 AM,T-1216,"Kids Nuggets",Kids,1,7.48,Dine In,Noor
7/4/2026,11:14 AM,T-1216,"Fresh Lemonade",Drinks,1,3.48,Dine In,Noor
7/4/2026,05:16 PM,T-1217,"Chicken Wrap",Wraps,1,10.54,Dine In,Chris
7/4/2026,05:16 PM,T-1217,"Chicken Wrap",Wraps,1,10.48,Dine In,Chris
7/4/2026,05:16 PM,T-1217,"Side Fries",Sides,1,3.50,Dine In,Chris
7/4/2026,07:01 PM,T-1218,"Fresh Lemonade",Drinks,1,3.44,Takeout,Noor
7/4/2026,07:54 PM,T-1219,"Chicken Wrap",Wraps,1,10.66,Dine In,Amina
7/4/2026,07:03 PM,T-1220,"Falafel Wrap",Wraps,1,9.57,Delivery,Layla
7/4/2026,07:03 PM,T-1220,"Baklava",Desserts,1,4.58,Delivery,Layla
7/4/2026,12:23 PM,T-1221,"Chicken Shawarma Plate",Plates,1,14.36,Dine In,Noor
7/4/2026,12:23 PM,T-1221,"Beef Shawarma Plate",Plates,1,15.33,Dine In,Noor
7/4/2026,12:23 PM,T-1221,"Baba Ganoush",Starters,1,6.47,Dine In,Noor
7/4/2026,12:44 PM,T-1222,"Fresh Lemonade",Drinks,2,6.88,Takeout,Layla
7/4/2026,12:50 PM,T-1223,"Hummus",Starters,1,6.43,Takeout,Noor
7/4/2026,12:50 PM,T-1223,"Side Fries",Sides,1,3.50,Takeout,Noor
7/4/2026,12:50 PM,T-1223,"Side Rice",Sides,1,3.01,Takeout,Noor
7/4/2026,07:05 PM,T-1224,"Hummus",Starters,1,6.39,Dine In,Noor
7/4/2026,07:05 PM,T-1224,"Turkish Coffee",Drinks,1,3.27,Dine In,Noor
7/4/2026,07:21 PM,T-1225,"Hummus",Starters,1,6.44,Delivery,Amina
7/4/2026,07:21 PM,T-1225,"Beef Shawarma Plate",Plates,1,15.53,Delivery,Amina
7/4/2026,06:33 PM,T-1226,"Chicken Wrap",Wraps,2,21.38,Dine In,Noor
7/4/2026,06:16 PM,T-1227,"Chicken Wrap",Wraps,1,10.37,Takeout,Omar
7/4/2026,06:16 PM,T-1227,"Fattoush Salad",Salads,1,8.48,Takeout,Omar
7/4/2026,06:16 PM,T-1227,"Hummus",Starters,1,6.50,Takeout,Omar
7/4/2026,12:02 PM,T-1228,"Hummus",Starters,1,6.50,Dine In,Omar
7/4/2026,12:02 PM,T-1228,"Fresh Lemonade",Drinks,1,3.48,Dine In,Omar
7/5/2026,12:56 PM,T-1229,"Mixed Grill",Plates,2,37.95,Dine In,Chris
7/5/2026,12:56 PM,T-1229,"Mixed Grill",Plates,1,18.84,Dine In,Chris
7/5/2026,12:56 PM,T-1229,"Fresh Lemonade",Drinks,1,3.48,Dine In,Chris
7/5/2026,08:24 PM,T-1230,"Chicken Shawarma Plate",Plates,1,14.72,Dine In,Noor
7/5/2026,10:50 PM,T-1231,"Falafel Wrap",Wraps,1,9.42,Takeout,Noor
7/5/2026,10:50 PM,T-1231,"Chicken Shawarma Plate",Plates,1,14.40,Takeout,Noor
7/5/2026,10:50 PM,T-1231,"Baba Ganoush",Starters,1,6.62,Takeout,Noor
7/5/2026,07:20 PM,T-1232,"Chicken Wrap",Wraps,2,21.14,Takeout,Layla
7/5/2026,11:51 AM,T-1233,"Beef Shawarma Plate",Plates,1,15.61,Dine In,Noor
7/5/2026,11:51 AM,T-1233,"Chicken Shawarma Plate",Plates,1,14.33,Dine In,Noor
7/5/2026,12:40 PM,T-1234,"Fattoush Salad",Salads,1,8.41,Dine In,Omar
7/5/2026,05:49 PM,T-1235,"Fattoush Salad",Salads,1,8.55,Dine In,Amina
7/5/2026,05:49 PM,T-1235,"Side Rice",Sides,1,3.04,Dine In,Amina
7/5/2026,05:49 PM,T-1235,"Fattoush Salad",Salads,1,8.59,Dine In,Amina
7/5/2026,12:14 PM,T-1236,"Beef Shawarma Plate",Plates,1,15.37,Takeout,Amina
7/5/2026,12:14 PM,T-1236,"Mixed Grill",Plates,2,38.05,Takeout,Amina
7/5/2026,12:14 PM,T-1236,"Chicken Shawarma Plate",Plates,2,28.84,Takeout,Amina
7/5/2026,12:54 PM,T-1237,"Fresh Lemonade",Drinks,1,3.50,Delivery,Layla
7/5/2026,07:04 PM,T-1238,"Side Rice",Sides,2,6.03,Dine In,Omar
7/5/2026,07:04 PM,T-1238,"Baklava",Desserts,1,4.44,Dine In,Omar
7/5/2026,07:04 PM,T-1238,"Chicken Shawarma Plate",Plates,1,14.74,Dine In,Omar
7/5/2026,08:45 PM,T-1239,"Baba Ganoush",Starters,1,6.49,Delivery,Amina
7/5/2026,12:08 PM,T-1240,"Fattoush Salad",Salads,1,8.40,Dine In,Omar
7/5/2026,12:55 PM,T-1241,"Falafel Wrap",Wraps,2,19.08,Delivery,Noor
7/5/2026,12:55 PM,T-1241,"Fattoush Salad",Salads,1,8.52,Delivery,Noor
7/5/2026,12:55 PM,T-1241,"Kids Nuggets",Kids,1,7.61,Delivery,Noor
7/5/2026,05:56 PM,T-1242,"Greek Salad",Salads,1,9.13,Dine In,Amina
7/5/2026,05:56 PM,T-1242,"Chicken Shawarma Plate",Plates,1,14.58,Dine In,Amina
7/5/2026,05:56 PM,T-1242,"Fattoush Salad",Salads,1,8.40,Dine In,Amina
7/5/2026,05:56 PM,T-1242,"Falafel Wrap",Wraps,1,9.57,Dine In,Amina
7/5/2026,07:32 PM,T-1243,"Beef Shawarma Plate",Plates,1,15.31,Takeout,Noor
7/5/2026,07:32 PM,T-1243,"Chicken Shawarma Plate",Plates,1,14.36,Takeout,Noor
7/5/2026,12:40 PM,T-1244,"Hummus",Starters,1,6.61,Takeout,Layla
7/5/2026,12:40 PM,T-1244,"Fresh Lemonade",Drinks,1,3.50,Takeout,Layla
7/5/2026,12:40 PM,T-1244,"Baba Ganoush",Starters,1,6.57,Takeout,Layla
7/5/2026,03:12 PM,T-1245,"Greek Salad",Salads,1,9.04,Dine In,Noor
7/5/2026,07:54 PM,T-1246,"Beef Shawarma Plate",Plates,1,15.30,Takeout,Omar
7/5/2026,07:54 PM,T-1246,"Fattoush Salad",Salads,1,8.62,Takeout,Omar
7/5/2026,07:54 PM,T-1246,"Chicken Wrap",Wraps,1,10.42,Takeout,Omar
7/5/2026,07:54 PM,T-1246,"Side Rice",Sides,1,3.00,Takeout,Omar
7/5/2026,12:46 PM,T-1247,"Turkish Coffee",Drinks,1,3.28,Dine In,Omar
7/5/2026,12:21 PM,T-1248,"Lentil Soup",Starters,1,5.57,Dine In,Noor
7/5/2026,10:16 PM,T-1249,"Mixed Grill",Plates,1,19.18,Dine In,Chris
7/5/2026,10:16 PM,T-1249,"Greek Salad",Salads,2,17.81,Dine In,Chris
7/5/2026,10:16 PM,T-1249,"Chicken Wrap",Wraps,1,10.30,Dine In,Chris
7/5/2026,10:16 PM,T-1249,"Fattoush Salad",Salads,1,8.43,Dine In,Chris
7/5/2026,12:21 PM,T-1250,"Fattoush Salad",Salads,1,8.57,Takeout,Omar
7/5/2026,12:10 PM,T-1251,"Fattoush Salad",Salads,1,8.44,Dine In,Layla
7/5/2026,12:10 PM,T-1251,"Mint Tea",Drinks,1,2.76,Dine In,Layla
7/5/2026,12:08 PM,T-1252,"Hummus",Starters,1,6.60,Delivery,Chris
7/6/2026,07:36 PM,T-1253,"Side Rice",Sides,1,2.97,Takeout,Amina
7/6/2026,07:36 PM,T-1253,"Falafel Wrap",Wraps,2,18.76,Takeout,Amina
7/6/2026,07:36 PM,T-1253,"Turkish Coffee",Drinks,1,3.31,Takeout,Amina
7/6/2026,05:44 PM,T-1254,"Lentil Soup",Starters,1,5.44,Delivery,Omar
7/6/2026,07:58 PM,T-1255,"Chicken Wrap",Wraps,1,10.45,Delivery,Omar
7/6/2026,07:58 PM,T-1255,"Baba Ganoush",Starters,1,6.49,Delivery,Omar
7/6/2026,08:22 PM,T-1256,"Chicken Wrap",Wraps,1,10.57,Takeout,Chris
7/6/2026,08:22 PM,T-1256,"Hummus",Starters,2,13.00,Takeout,Chris
7/6/2026,08:22 PM,T-1256,"Fattoush Salad",Salads,1,8.65,Takeout,Chris
7/6/2026,08:22 PM,T-1256,"Beef Shawarma Plate",Plates,1,15.78,Takeout,Chris
7/6/2026,12:44 PM,T-1257,"Lamb Wrap",Wraps,1,11.65,Dine In,Amina
7/6/2026,07:43 PM,T-1258,"Lentil Soup",Starters,2,10.82,Delivery,Layla
7/6/2026,07:43 PM,T-1258,"Fresh Lemonade",Drinks,2,7.06,Delivery,Layla
7/6/2026,08:06 PM,T-1259,"Fattoush Salad",Salads,1,8.49,Takeout,Amina
7/6/2026,08:06 PM,T-1259,"Side Fries",Sides,1,3.47,Takeout,Amina
7/6/2026,08:06 PM,T-1259,"Fattoush Salad",Salads,1,8.55,Takeout,Amina
7/6/2026,08:06 PM,T-1259,"Mixed Grill",Plates,1,18.72,Takeout,Amina
7/6/2026,03:59 PM,T-1260,"Baba Ganoush",Starters,1,6.62,Takeout,Amina
7/6/2026,03:59 PM,T-1260,"Kids Nuggets",Kids,2,14.75,Takeout,Amina
7/6/2026,11:35 AM,T-1261,"Beef Shawarma Plate",Plates,2,30.63,Takeout,Omar
7/6/2026,11:35 AM,T-1261,"Baba Ganoush",Starters,1,6.59,Takeout,Omar
7/6/2026,12:12 PM,T-1262,"Hummus",Starters,1,6.40,Delivery,Omar
7/6/2026,12:12 PM,T-1262,"Fattoush Salad",Salads,1,8.37,Delivery,Omar
7/6/2026,12:05 PM,T-1263,"Hummus",Starters,1,6.61,Takeout,Noor
7/6/2026,12:05 PM,T-1263,"Mixed Grill",Plates,1,18.60,Takeout,Noor
7/6/2026,07:59 PM,T-1264,"Hummus",Starters,1,6.50,Delivery,Omar
7/6/2026,07:59 PM,T-1264,"Lamb Wrap",Wraps,1,11.55,Delivery,Omar
7/6/2026,07:59 PM,T-1264,"Fattoush Salad",Salads,2,17.26,Delivery,Omar
7/6/2026,12:43 PM,T-1265,"Hummus",Starters,2,13.02,Takeout,Omar
7/6/2026,12:43 PM,T-1265,"Mint Tea",Drinks,1,2.71,Takeout,Omar
7/6/2026,12:43 PM,T-1265,"Lentil Soup",Starters,1,5.40,Takeout,Omar
7/6/2026,12:43 PM,T-1265,"Mint Tea",Drinks,1,2.72,Takeout,Omar
7/6/2026,12:25 PM,T-1266,"Fattoush Salad",Salads,1,8.38,Dine In,Noor
7/6/2026,12:25 PM,T-1266,"Beef Shawarma Plate",Plates,1,15.43,Dine In,Noor
7/6/2026,12:25 PM,T-1266,"Mixed Grill",Plates,1,18.90,Dine In,Noor
7/6/2026,12:09 PM,T-1267,"Lamb Wrap",Wraps,1,11.56,Dine In,Omar
7/6/2026,07:08 PM,T-1268,"Side Rice",Sides,1,3.04,Delivery,Chris
7/6/2026,07:08 PM,T-1268,"Chicken Shawarma Plate",Plates,1,14.74,Delivery,Chris
7/6/2026,05:25 PM,T-1269,"Chicken Shawarma Plate",Plates,1,14.58,Dine In,Amina
7/6/2026,05:25 PM,T-1269,"Chicken Shawarma Plate",Plates,1,14.35,Dine In,Amina
7/6/2026,05:25 PM,T-1269,"Kids Nuggets",Kids,1,7.50,Dine In,Amina
7/6/2026,05:25 PM,T-1269,"Chicken Wrap",Wraps,1,10.50,Dine In,Amina
7/6/2026,11:23 AM,T-1270,"Side Fries",Sides,1,3.48,Dine In,Layla
7/6/2026,11:23 AM,T-1270,"Hummus",Starters,1,6.43,Dine In,Layla
7/6/2026,11:23 AM,T-1270,"Chicken Shawarma Plate",Plates,1,14.75,Dine In,Layla
7/6/2026,01:04 PM,T-1271,"Falafel Wrap",Wraps,1,9.42,Dine In,Omar
7/6/2026,01:04 PM,T-1271,"Lentil Soup",Starters,1,5.42,Dine In,Omar
7/6/2026,01:04 PM,T-1271,"Falafel Wrap",Wraps,1,9.68,Dine In,Omar
